user_id,age,gender,language,login_time,character,c_type,mode,ranking
28959,17,Female,Ukrainian,91,Widowmaker,Damage,Ranked,1692
28960,27,Other,Estonian,47,Genji,Tank,Mayhem,1721
28961,35,Male,Vietnamese,872,Lucio,Damage,Solo,1371
28962,20,Male,Latvian,181,Doomfist,Tank,3VS3,1972
28963,21,Male,Hindi,883,Soldier,Tank,Ranked,2371
28964,31,Male,Thai,127,Symmetra,Healer,CTF,2155
28965,33,Male,Bulgarian,1362,Orisa,Damage,CTF,1859
28966,20,Male,Spanish,958,Lucio,Tank,Solo,1547
28967,22,Female,French,1350,McCree,Damage,Quick,548
28968,23,Male,Turkish,669,Zarya,Healer,Quick,1923
28969,23,Male,Russian,666,Winston,Damage,Quick,961
28970,26,Male,English,726,Zenyatta,Damage,CTF,1499
28971,25,Female,Kuanyama,494,Echo,Damage,3VS3,1570
28972,18,Male,French,777,Roadhog,Healer,Quick,1569
28973,28,Male,Yoruba,453,Wrecking,Healer,Mayhem,1765
28974,26,Male,Greek,988,Pharah,Damage,Solo,1463
28975,25,Female,Serbian,526,Zenyatta,Damage,Ranked,2245
28976,22,Female,Bulgarian,911,Tracer,Tank,Ranked,2187
28977,22,Male,Armenian,1175,Winston,Damage,Mayhem,1245
28978,24,Female,Afrikaans,1326,Sigma,Damage,Quick,1309
28979,20,Male,Polish,1438,Orisa,Healer,Mayhem,2713
28980,19,Female,Hungarian,998,Pharah,Tank,Ranked,1495
28981,27,Female,Slovenian,1028,Ana,Damage,3VS3,1742
28982,22,Male,Vietnamese,1008,Soldier,Damage,Solo,1422
28983,20,Female,Hebrew,856,Sigma,Tank,CTF,2304
28984,21,Female,Slovenian,460,Brigitte,Tank,CTF,2193
28985,33,Other,Irish,4,Brigitte,Healer,3VS3,1698
28986,39,Other,Vietnamese,1226,Genji,Tank,Solo,2009
28987,27,Male,Japanese,106,Doomfist,Tank,Solo,2246
28988,30,Female,Norwegian,266,Moira,Damage,CTF,1192
28989,21,Other,Serbian,41,Ana,Tank,Quick,2071
28990,25,Male,Afrikaans,178,McCree,Healer,3VS3,1930
28991,37,Male,Spanish,856,Winston,Tank,Ranked,829
28992,29,Male,Romanian,1181,Reinhardt,Damage,Solo,2113
28993,22,Other,Indonesian,1312,Doomfist,Healer,Solo,1225
28994,23,Male,Mongolian,20,McCree,Healer,CTF,2186
28995,31,Male,Ganda,180,Bastion,Damage,CTF,1528
28996,34,Male,Serbian,43,D.Va,Damage,Solo,1720
28997,31,Other,French,1245,Widowmaker,Healer,Quick,987
28998,25,Male,Lithuanian,687,Symmetra,Healer,Ranked,2178
28999,26,Male,Ganda,669,Brigitte,Healer,CTF,1597
29000,16,Male,Kuanyama,499,Sombra,Damage,CTF,1176
29001,25,Male,Chinese,1411,Sombra,Healer,CTF,2563
29002,29,Male,Indonesian,269,Baptiste,Damage,CTF,1556
29003,21,Male,Maltese,420,McCree,Healer,Mayhem,761
29004,25,Male,Albanian,399,Pharah,Healer,Solo,2127
29005,23,Male,Catalan,1358,Tracer,Damage,3VS3,1238
29006,29,Male,Hungarian,1323,Pharah,Damage,3VS3,2072
29007,20,Male,Slovenian,282,Widowmaker,Damage,Quick,1521
29008,26,Male,Afrikaans,587,Ashe,Tank,CTF,1812
29009,8,Other,Estonian,984,Mei,Damage,Solo,1578
29010,29,Male,Romanian,1437,D.Va,Damage,Solo,1473
29011,20,Male,Greek,548,Brigitte,Healer,Solo,3031
29012,18,Female,Czech,528,Torbjorn,Tank,3VS3,1300
29013,28,Male,Latvian,1222,Pharah,Damage,CTF,1914
29014,20,Male,Danish,286,Echo,Damage,Mayhem,2386
29015,18,Male,Armenian,695,Bastion,Tank,Mayhem,1059
29016,20,Male,Romanian,292,McCree,Damage,Solo,1585
29017,23,Male,Yoruba,1088,Reinhardt,Damage,Quick,1743
29018,29,Male,Hungarian,1049,Tracer,Tank,3VS3,1453
29019,33,Male,Bosnian,300,Winston,Tank,3VS3,1806
29020,32,Male,German,1047,Mercy,Healer,Solo,2280
29021,20,Male,Hindi,1362,Widowmaker,Tank,Quick,1710
29022,27,Male,English,309,Sigma,Tank,3VS3,1683
29023,30,Male,Mongolian,1161,Wrecking,Tank,Quick,2241
29024,32,Female,Belarusian,903,Soldier,Tank,Ranked,614
29025,26,Male,Dutch,687,Roadhog,Tank,3VS3,1495
29026,27,Female,Indonesian,101,Tracer,Tank,Mayhem,2985
29027,30,Male,Portuguese,1355,McCree,Healer,Ranked,2099
29028,25,Male,Dutch,440,Reinhardt,Tank,3VS3,1001
29029,34,Male,Spanish,57,Reaper,Healer,Mayhem,2043
29030,18,Male,Romanian,1023,Lucio,Tank,Quick,1536
29031,26,Male,Arabic,755,Pharah,Tank,Mayhem,1891
29032,30,Male,Hebrew,399,Sigma,Tank,3VS3,1113
29033,29,Male,Danish,1026,Soldier,Tank,3VS3,2126
29034,24,Male,English,403,Pharah,Tank,Mayhem,2025
29035,30,Male,Slovenian,919,D.Va,Healer,Quick,1666
29036,25,Male,Thai,1391,Bastion,Tank,3VS3,1173
29037,29,Male,Romanian,1164,Mercy,Tank,Solo,1985
29038,28,Male,Romanian,71,Winston,Tank,Solo,1513
29039,26,Female,Korean,654,Orisa,Healer,CTF,1949
29040,24,Male,Vietnamese,1419,Sigma,Tank,CTF,1561
29041,23,Male,Ukrainian,42,Echo,Healer,Mayhem,1904
29042,26,Female,Maltese,682,Orisa,Tank,Mayhem,2329
29043,30,Male,Greek,1040,McCree,Damage,Ranked,1253
29044,27,Male,Yoruba,701,Widowmaker,Tank,Quick,1247
29045,26,Male,Maltese,1270,Mei,Tank,3VS3,2070
29046,17,Male,Afrikaans,256,Genji,Damage,Ranked,2135
29047,28,Male,Turkish,50,Reaper,Healer,CTF,981
29048,21,Male,Bosnian,862,Baptiste,Healer,Ranked,1727
29049,38,Male,Irish,566,Soldier,Tank,Mayhem,2491
29050,30,Female,Romanian,1157,Reaper,Healer,Ranked,1126
29051,18,Male,Thai,254,Hanzo,Tank,3VS3,1696
29052,22,Male,Macedonian,214,Bastion,Healer,Ranked,1545
29053,16,Female,French,1400,Moira,Tank,CTF,2973
29054,36,Other,Estonian,992,Zenyatta,Healer,Mayhem,1299
29055,22,Male,Ganda,1426,Zenyatta,Damage,Ranked,1632
29056,28,Female,English,987,Brigitte,Damage,CTF,1533
29057,33,Male,Maltese,401,Wrecking,Healer,3VS3,2371
29058,40,Female,Irish,1265,Zarya,Damage,Ranked,2255
29059,25,Male,Dutch,172,Zarya,Healer,Mayhem,1860
29060,22,Male,Thai,1316,McCree,Damage,Quick,2169
29061,17,Male,Japanese,495,Echo,Damage,Ranked,3295
29062,25,Male,Slovenian,71,Echo,Tank,Quick,1004
29063,25,Female,Albanian,794,Soldier,Tank,Solo,2054
29064,30,Male,Chinese,616,Mei,Damage,3VS3,2076
29065,24,Male,Albanian,987,Reaper,Healer,3VS3,1889
29066,24,Male,Latvian,422,Torbjorn,Tank,Mayhem,1728
29067,29,Male,Dutch,1170,Baptiste,Tank,Mayhem,1709
29068,33,Male,Macedonian,272,Doomfist,Healer,3VS3,2115
29069,22,Male,Slovenian,1084,Tracer,Tank,Mayhem,1835
29070,30,Male,Belarusian,385,Ashe,Damage,3VS3,1598
29071,20,Other,Ukrainian,10,Lucio,Damage,Ranked,2587
29072,35,Male,Vietnamese,1280,Ashe,Damage,CTF,1809
29073,28,Female,Arabic,856,Reinhardt,Tank,Mayhem,2332
29074,32,Male,Indonesian,1261,Doomfist,Damage,Quick,1325
29075,26,Male,Kuanyama,250,Tracer,Tank,3VS3,2203
29076,21,Male,Thai,806,D.Va,Healer,Solo,1266
29077,25,Male,Romanian,1144,Torbjorn,Tank,Mayhem,2058
29078,30,Male,Yoruba,1045,Baptiste,Damage,3VS3,1966
29079,33,Male,Belarusian,1078,Wrecking,Damage,Ranked,2295
29080,31,Other,Turkish,959,Symmetra,Damage,3VS3,2432
29081,30,Male,Yoruba,235,Torbjorn,Healer,CTF,1996
29082,29,Male,Ganda,468,Reinhardt,Healer,Quick,1921
29083,28,Male,Malagasy,993,Sigma,Healer,Solo,1960
29084,28,Male,Finnish,72,Mei,Healer,Solo,1282
29085,25,Female,Norwegian,1236,Zenyatta,Healer,3VS3,1115
29086,29,Male,Croatian,585,Brigitte,Healer,Mayhem,1492
29087,29,Male,Maltese,694,McCree,Damage,Quick,2117
29088,20,Male,Russian,714,Wrecking,Tank,Ranked,1090
29089,28,Male,Estonian,773,Pharah,Healer,CTF,865
29090,26,Male,Estonian,1053,Doomfist,Damage,3VS3,1533
29091,26,Male,Chinese,1245,Roadhog,Healer,Solo,1696
29092,23,Male,Dutch,440,Zenyatta,Healer,Ranked,1014
29093,27,Female,Hindi,255,McCree,Healer,Ranked,1886
29094,30,Other,Hungarian,1041,McCree,Damage,Solo,2152
29095,25,Male,Arabic,212,Brigitte,Damage,3VS3,1508
29096,26,Male,Estonian,438,Echo,Tank,CTF,1546
29097,23,Male,Finnish,359,Ana,Damage,3VS3,2071
29098,27,Male,Norwegian,60,Hanzo,Tank,3VS3,811
29099,35,Female,English,1111,Hanzo,Tank,Mayhem,1482
29100,30,Female,Arabic,1267,Doomfist,Healer,CTF,1514
29101,36,Male,Indonesian,446,Tracer,Tank,Solo,2436
29102,23,Male,Afrikaans,111,Pharah,Tank,3VS3,2323
29103,34,Male,Hebrew,958,D.Va,Tank,3VS3,929
29104,37,Male,Kuanyama,1125,Junkrat,Healer,Mayhem,2119
29105,32,Male,Italian,1011,Baptiste,Damage,Solo,1172
29106,26,Female,Romanian,1144,Moira,Tank,Ranked,1519
29107,31,Male,Kuanyama,973,Torbjorn,Damage,Ranked,1120
29108,21,Female,Danish,406,Baptiste,Healer,Mayhem,1445
29109,18,Female,Indonesian,793,Junkrat,Healer,Mayhem,1669
29110,17,Female,Thai,859,Reaper,Tank,Mayhem,1575
29111,32,Male,Czech,550,Genji,Tank,3VS3,1753
29112,26,Male,Thai,879,Pharah,Healer,3VS3,2380
29113,25,Male,Estonian,1097,Brigitte,Damage,CTF,1656
29114,20,Male,Maltese,971,Hanzo,Damage,3VS3,1789
29115,18,Male,Greek,781,Soldier,Tank,Quick,2156
29116,20,Female,Danish,456,Bastion,Damage,Ranked,1335
29117,21,Male,Swedish,826,D.Va,Tank,Ranked,2515
29118,27,Male,Catalan,498,Bastion,Tank,3VS3,1858
29119,31,Male,Irish,1304,Sigma,Damage,3VS3,1346
29120,22,Female,Marshallese,25,Reaper,Damage,3VS3,1646
29121,36,Male,Catalan,659,Lucio,Healer,3VS3,1295
29122,24,Male,Czech,572,Tracer,Healer,Mayhem,1955
29123,25,Male,Albanian,1285,Pharah,Tank,3VS3,1595
29124,24,Female,Finnish,983,Symmetra,Healer,Quick,1531
29125,35,Male,Hungarian,639,Ana,Healer,Mayhem,727
29126,26,Female,Russian,1051,McCree,Damage,Ranked,1057
29127,24,Male,Icelandic,784,Moira,Damage,CTF,1431
29128,38,Male,Hungarian,81,Brigitte,Tank,Mayhem,118
29129,29,Female,Norwegian,347,Winston,Damage,Mayhem,1701
29130,29,Female,Chinese,362,Junkrat,Healer,CTF,1521
29131,22,Male,Armenian,306,Echo,Tank,Ranked,2286
29132,27,Male,Lithuanian,612,Soldier,Damage,Quick,814
29133,21,Male,Latvian,1261,Mei,Damage,Quick,1809
29134,24,Male,Italian,156,Baptiste,Damage,Quick,1318
29135,27,Other,Hebrew,190,Junkrat,Tank,CTF,2083
29136,29,Male,Turkish,559,Reinhardt,Tank,CTF,2066
29137,23,Male,Lithuanian,1049,Echo,Damage,Quick,1589
29138,33,Male,Korean,270,Wrecking,Healer,3VS3,1367
29139,24,Male,Swedish,249,D.Va,Healer,Ranked,3003
29140,17,Female,Maltese,830,Reinhardt,Healer,Ranked,2071
29141,23,Male,Spanish,873,Genji,Healer,Ranked,1974
29142,33,Male,Malagasy,1010,Zarya,Tank,Mayhem,1751
29143,15,Other,Thai,431,Widowmaker,Tank,CTF,1886
29144,35,Other,Estonian,417,Genji,Tank,3VS3,1664
29145,28,Male,Latvian,450,Winston,Damage,Ranked,981
29146,21,Other,Albanian,895,Roadhog,Healer,Ranked,1829
29147,31,Male,Greek,1018,Ana,Healer,Quick,1501
29148,34,Male,Lithuanian,1125,Widowmaker,Damage,3VS3,1885
29149,24,Female,Romanian,22,Bastion,Tank,Quick,1505
29150,29,Female,Portuguese,18,Doomfist,Tank,3VS3,1731
29151,31,Male,Korean,830,Hanzo,Tank,Solo,1792
29152,25,Male,Danish,276,Pharah,Healer,Ranked,1639
29153,40,Male,French,1192,Winston,Tank,Mayhem,2145
29154,27,Other,Norwegian,24,Junkrat,Damage,Ranked,2782
29155,40,Male,Dutch,76,Reaper,Healer,Ranked,2825
29156,23,Male,Croatian,1063,D.Va,Damage,3VS3,2016
29157,36,Male,Greek,421,Genji,Damage,3VS3,1587
29158,35,Male,Swedish,1310,Ashe,Tank,Mayhem,1423
29159,17,Male,Finnish,667,Sigma,Healer,CTF,1722
29160,30,Male,Armenian,905,Reinhardt,Healer,3VS3,2560
29161,32,Male,Irish,159,Orisa,Damage,CTF,2492
29162,27,Male,Spanish,55,Reinhardt,Healer,Mayhem,1865
29163,23,Male,German,1405,Widowmaker,Damage,Quick,1819
29164,24,Male,Hindi,140,Reaper,Healer,3VS3,1312
29165,37,Other,Ukrainian,1368,Brigitte,Tank,Quick,2734
29166,34,Female,Arabic,1259,Reinhardt,Damage,Quick,1910
29167,23,Male,Czech,1176,Sigma,Tank,CTF,1941
29168,17,Male,Thai,1257,Mercy,Healer,Ranked,1425
29169,37,Male,Chinese,1286,Moira,Damage,3VS3,1909
29170,34,Other,Bulgarian,689,Zarya,Tank,Quick,1724
29171,23,Male,Russian,889,Roadhog,Tank,Ranked,2023
29172,26,Male,Greek,829,Sigma,Damage,Quick,1695
29173,32,Male,Mongolian,873,Mercy,Damage,CTF,2139
29174,29,Male,Spanish,827,Brigitte,Damage,3VS3,842
29175,21,Male,Indonesian,584,D.Va,Damage,Quick,1544
29176,50,Male,Catalan,1271,Symmetra,Healer,Quick,1697
29177,32,Male,English,425,Doomfist,Healer,Quick,2082
29178,32,Male,Romanian,1036,Zarya,Damage,Mayhem,1721
29179,25,Male,Slovenian,458,Mercy,Damage,Solo,1204
29180,32,Male,Dutch,533,Junkrat,Healer,3VS3,1279
29181,39,Male,Maltese,790,D.Va,Healer,Quick,1877
29182,44,Other,Ukrainian,232,Mei,Tank,Ranked,1709
29183,20,Male,Belarusian,85,Baptiste,Damage,Solo,1607
29184,31,Male,German,51,Ashe,Tank,Mayhem,921
29185,16,Male,Armenian,149,McCree,Damage,CTF,1768
29186,26,Female,Irish,659,Pharah,Damage,Ranked,1071
29187,31,Male,Dutch,414,Wrecking,Healer,Ranked,1421
29188,26,Female,Ganda,1030,Sigma,Healer,Solo,1055
29189,18,Female,Yoruba,847,Ashe,Damage,Solo,2107
29190,31,Male,Hindi,816,Echo,Healer,3VS3,1701
29191,25,Male,Marshallese,569,McCree,Healer,Quick,1040
29192,16,Male,Polish,392,Brigitte,Damage,CTF,1067
29193,23,Male,English,416,Mei,Damage,Quick,1218
29194,27,Male,Estonian,1002,Brigitte,Healer,Mayhem,1681
29195,24,Other,Lithuanian,701,Sombra,Damage,CTF,1928
29196,31,Female,Icelandic,932,Symmetra,Damage,Mayhem,1801
29197,28,Female,Finnish,874,Winston,Tank,3VS3,1966
29198,26,Male,Dutch,1032,Widowmaker,Healer,Mayhem,2091
29199,31,Female,Estonian,214,Sombra,Healer,Solo,1468
29200,21,Male,Hungarian,1298,Mercy,Damage,Quick,1721
29201,17,Male,Hungarian,121,Zarya,Damage,Solo,2426
29202,21,Male,Spanish,815,Ashe,Tank,Solo,2284
29203,27,Male,Yoruba,371,Mercy,Damage,Quick,494
29204,19,Male,French,1397,Genji,Tank,Mayhem,2188
29205,23,Male,Japanese,548,Doomfist,Healer,Mayhem,1802
29206,30,Male,Armenian,956,Wrecking,Tank,Quick,1395
29207,37,Female,Japanese,1129,Echo,Healer,CTF,1366
29208,26,Male,Estonian,50,Hanzo,Damage,Ranked,1686
29209,36,Male,Japanese,1383,Roadhog,Tank,Quick,991
29210,23,Male,Croatian,167,Mei,Damage,CTF,2326
29211,26,Male,Kuanyama,154,Sigma,Damage,Ranked,2046
29212,29,Male,Kuanyama,44,Bastion,Healer,Ranked,1706
29213,23,Male,Macedonian,443,Soldier,Damage,CTF,1988
29214,30,Male,Russian,460,Zarya,Healer,Ranked,1973
29215,22,Male,Chinese,351,Bastion,Tank,Quick,2293
29216,37,Male,Korean,1268,Widowmaker,Healer,Quick,1671
29217,30,Male,Icelandic,989,Zenyatta,Damage,3VS3,1950
29218,32,Male,Ukrainian,581,Orisa,Healer,Quick,1609
29219,12,Male,Norwegian,1041,Brigitte,Damage,Mayhem,2237
29220,30,Male,Vietnamese,1094,Torbjorn,Tank,3VS3,1910
29221,31,Male,Bulgarian,840,Orisa,Tank,Quick,1879
29222,18,Male,Thai,612,Doomfist,Tank,Ranked,1375
29223,22,Female,Lithuanian,187,Ashe,Healer,3VS3,2229
29224,25,Female,Latvian,1334,Sigma,Tank,Quick,1086
29225,36,Female,Hungarian,766,Soldier,Healer,Ranked,2072
29226,26,Male,Belarusian,275,Ashe,Tank,3VS3,1082
29227,24,Male,Bosnian,673,Zarya,Tank,Quick,2220
29228,30,Male,Afrikaans,809,Roadhog,Healer,Quick,1996
29229,24,Male,Mongolian,304,Soldier,Damage,Solo,2220
29230,18,Male,Hungarian,1363,Mei,Healer,CTF,1313
29231,14,Male,Afrikaans,719,Ana,Damage,3VS3,1119
29232,22,Female,Irish,1308,McCree,Damage,CTF,1367
29233,34,Male,Catalan,976,Ana,Damage,Ranked,1483
29234,18,Male,Latvian,991,Soldier,Damage,3VS3,2303
29235,37,Male,Russian,232,Hanzo,Tank,3VS3,1613
29236,26,Male,Japanese,1130,Ana,Tank,Ranked,1397
29237,30,Male,Estonian,521,Roadhog,Healer,3VS3,1864
29238,33,Male,Polish,925,Lucio,Damage,CTF,1478
29239,25,Other,Norwegian,868,Tracer,Healer,Ranked,1179
29240,24,Male,Greek,686,Bastion,Healer,Ranked,1413
29241,22,Female,Arabic,102,Mercy,Tank,3VS3,913
29242,19,Male,Czech,123,Mercy,Healer,Solo,1184
29243,18,Male,Bosnian,699,Doomfist,Healer,CTF,1834
29244,31,Male,Danish,805,Symmetra,Tank,Ranked,1100
29245,32,Male,Maltese,1304,Ashe,Damage,Mayhem,1212
29246,24,Male,Thai,497,McCree,Healer,Mayhem,1610
29247,17,Male,Hindi,145,Mei,Tank,3VS3,1651
29248,29,Female,Estonian,538,Reaper,Damage,Solo,1563
29249,25,Male,Polish,982,Moira,Tank,Ranked,1260
29250,31,Male,Armenian,936,Zenyatta,Healer,CTF,2009
29251,30,Male,Romanian,139,Brigitte,Healer,Mayhem,1700
29252,21,Female,Croatian,1127,Hanzo,Tank,CTF,1769
29253,16,Female,Ganda,1073,Sigma,Damage,3VS3,2041
29254,23,Male,Indonesian,526,Brigitte,Damage,3VS3,1976
29255,26,Male,Greek,1347,Winston,Tank,Ranked,1524
29256,23,Female,English,1352,Sombra,Damage,Mayhem,2136
29257,27,Female,Malagasy,710,Zarya,Damage,Mayhem,1356
29258,29,Male,Kuanyama,1210,Hanzo,Healer,CTF,1242
29259,31,Male,Swedish,991,Sombra,Healer,Quick,1716
29260,37,Male,Bosnian,550,Zenyatta,Tank,Ranked,1991
29261,14,Female,Hebrew,974,Winston,Tank,3VS3,1665
29262,32,Male,Ukrainian,291,Moira,Tank,3VS3,1463
29263,27,Other,Ukrainian,1435,Bastion,Damage,Solo,1318
29264,31,Female,Belarusian,726,Zarya,Tank,Mayhem,1989
29265,16,Female,Serbian,1062,Ana,Damage,Quick,1846
29266,24,Male,Russian,323,Mei,Healer,3VS3,2130
29267,35,Female,Ukrainian,1183,Torbjorn,Tank,Quick,1492
29268,29,Male,Portuguese,1081,Tracer,Tank,CTF,1634
29269,38,Female,German,583,Hanzo,Damage,Ranked,2503
29270,18,Female,English,453,Winston,Healer,Mayhem,1463
29271,22,Female,Ganda,539,McCree,Damage,Mayhem,1502
29272,27,Male,Thai,644,Symmetra,Healer,3VS3,1135
29273,21,Male,Malagasy,1239,Moira,Tank,Ranked,1234
29274,29,Male,German,346,Junkrat,Damage,Solo,1481
29275,26,Female,English,833,Soldier,Tank,CTF,2232
29276,29,Male,Macedonian,82,Reinhardt,Healer,CTF,1252
29277,28,Male,Icelandic,771,Genji,Healer,Mayhem,2030
29278,22,Other,Romanian,1001,Reinhardt,Tank,Quick,1536
29279,26,Male,Latvian,975,Ashe,Damage,Mayhem,1408
29280,33,Male,Ganda,17,Bastion,Tank,Solo,1787
29281,20,Male,Korean,180,Wrecking,Tank,3VS3,929
29282,33,Male,Slovenian,1140,Orisa,Tank,Solo,1391
29283,33,Male,Lithuanian,1070,D.Va,Healer,Quick,1880
29284,27,Female,Arabic,557,Sombra,Damage,Mayhem,2164
29285,25,Male,Macedonian,580,Sigma,Healer,CTF,1993
29286,29,Male,Catalan,540,Sigma,Damage,CTF,1555
29287,27,Other,Kuanyama,890,Torbjorn,Healer,CTF,1949
29288,26,Other,Kuanyama,1284,Zarya,Healer,3VS3,1019
29289,26,Male,Bosnian,1212,Pharah,Tank,3VS3,2261
29290,22,Male,English,111,Winston,Tank,Quick,3104
29291,18,Male,Icelandic,83,Mercy,Tank,Mayhem,1752
29292,29,Male,French,705,Torbjorn,Damage,Quick,2287
29293,26,Male,Slovenian,1394,Roadhog,Tank,Mayhem,2055
29294,23,Male,Thai,388,Baptiste,Tank,Quick,2106
29295,20,Female,French,697,Orisa,Damage,3VS3,1210
29296,24,Male,Icelandic,1311,Wrecking,Damage,Quick,1356
29297,37,Female,Korean,798,Soldier,Damage,CTF,2440
29298,17,Male,Marshallese,367,D.Va,Healer,3VS3,1439
29299,24,Male,Afrikaans,626,Widowmaker,Damage,CTF,1941
29300,40,Male,Hebrew,820,Baptiste,Tank,Mayhem,1944
29301,15,Female,Lithuanian,32,Zarya,Tank,Quick,1411
29302,35,Female,Japanese,507,Echo,Damage,Solo,1719
29303,29,Male,Hindi,165,Torbjorn,Healer,3VS3,2389
29304,32,Other,Armenian,1242,Zarya,Damage,Quick,1604
29305,18,Other,Catalan,1007,Sigma,Tank,Solo,1721
29306,32,Male,Portuguese,1386,Sigma,Damage,Solo,2013
29307,20,Male,Polish,408,Mercy,Tank,3VS3,1950
29308,28,Male,Greek,190,Wrecking,Tank,CTF,1070
29309,24,Male,Serbian,56,Wrecking,Tank,Solo,1900
29310,32,Female,English,221,Lucio,Damage,Mayhem,2313
29311,31,Male,Irish,108,Junkrat,Healer,Solo,2040
29312,29,Male,Spanish,999,Reinhardt,Damage,Ranked,1661
29313,21,Other,Lithuanian,283,Orisa,Tank,Mayhem,1420
29314,20,Male,Malagasy,1199,Mercy,Tank,Solo,1501
29315,21,Male,Estonian,332,Zenyatta,Damage,CTF,1393
29316,33,Male,Afrikaans,669,Reaper,Tank,Mayhem,1910
29317,27,Male,Arabic,1148,Soldier,Healer,Quick,1054
29318,19,Female,Armenian,1381,Mei,Tank,Quick,2352
29319,26,Other,Korean,866,Pharah,Tank,Ranked,1971
29320,31,Male,Catalan,232,Tracer,Tank,Quick,1739
29321,31,Male,Italian,1226,Lucio,Healer,CTF,1743
29322,30,Male,Vietnamese,736,Reaper,Tank,CTF,1563
29323,26,Female,Marshallese,756,Brigitte,Tank,CTF,1523
29324,24,Other,Hindi,335,Zarya,Damage,Quick,1983
29325,20,Male,Yoruba,1212,Mei,Tank,Solo,1270
29326,16,Male,Armenian,1421,Brigitte,Healer,3VS3,2420
29327,24,Male,Russian,366,D.Va,Healer,3VS3,2212
29328,28,Male,Japanese,1289,Baptiste,Tank,CTF,1347
29329,30,Male,Vietnamese,802,Moira,Healer,Mayhem,1796
29330,20,Male,German,116,Roadhog,Tank,Quick,2646
29331,37,Female,Bosnian,994,Widowmaker,Tank,CTF,992
29332,31,Other,English,843,Orisa,Tank,3VS3,1793
29333,18,Male,Latvian,193,Winston,Healer,CTF,892
29334,27,Male,Slovenian,958,Torbjorn,Tank,Quick,2193
29335,30,Male,Czech,1363,Brigitte,Healer,Solo,370
29336,13,Female,Afrikaans,432,Sigma,Damage,Solo,1169
29337,28,Male,Hindi,662,Moira,Healer,3VS3,2371
29338,30,Male,Chinese,155,Sombra,Damage,Ranked,2221
29339,29,Female,Hungarian,615,Tracer,Healer,Ranked,2203
29340,23,Male,French,1344,Ana,Tank,Quick,2630
29341,22,Male,Icelandic,532,Bastion,Tank,Ranked,1191
29342,35,Male,Czech,656,Ashe,Tank,Ranked,2260
29343,29,Male,Serbian,1327,Roadhog,Tank,CTF,2078
29344,29,Male,Malagasy,29,Soldier,Tank,Quick,1644
29345,19,Male,Ukrainian,1026,Widowmaker,Damage,Solo,2112
29346,19,Other,Bosnian,931,Baptiste,Tank,Mayhem,1053
29347,24,Male,Irish,1286,Junkrat,Healer,Mayhem,1272
29348,25,Male,Thai,613,Ana,Damage,Solo,1200
29349,21,Male,Dutch,1014,Tracer,Tank,Ranked,2238
29350,17,Male,Turkish,1226,Torbjorn,Damage,Mayhem,1242
29351,20,Male,French,1179,Torbjorn,Tank,Quick,2454
29352,30,Male,Thai,1193,Mei,Healer,Ranked,1895
29353,27,Female,Estonian,622,Lucio,Tank,CTF,1291
29354,36,Female,Portuguese,629,Ashe,Healer,3VS3,1725
29355,13,Female,Greek,1293,Reaper,Damage,3VS3,1521
29356,28,Male,Icelandic,30,Moira,Damage,3VS3,1752
29357,23,Male,Finnish,524,Widowmaker,Tank,3VS3,2881
29358,29,Male,Arabic,1266,D.Va,Damage,3VS3,2658
29359,29,Male,Indonesian,1259,Moira,Tank,Solo,788
29360,36,Other,Lithuanian,375,Symmetra,Tank,Solo,1323
29361,27,Male,Italian,567,Echo,Tank,3VS3,2052
29362,24,Male,Marshallese,396,Ana,Healer,Quick,1852
29363,20,Male,Albanian,1101,Orisa,Tank,CTF,1101
29364,23,Female,Vietnamese,593,Brigitte,Damage,Quick,1287
29365,33,Other,Hindi,1206,Soldier,Healer,CTF,2189
29366,26,Other,Armenian,636,Lucio,Damage,3VS3,1751
29367,28,Male,Afrikaans,581,Genji,Tank,Solo,1248
29368,36,Male,Albanian,507,Junkrat,Damage,Mayhem,2486
29369,38,Other,Bulgarian,838,Reinhardt,Damage,Ranked,2458
29370,26,Male,Icelandic,884,Doomfist,Healer,Mayhem,2404
29371,23,Female,Russian,746,Moira,Tank,Ranked,904
29372,25,Female,Kuanyama,1184,Doomfist,Damage,Solo,2724
29373,34,Female,Afrikaans,333,Wrecking,Tank,CTF,1518
29374,24,Male,Maltese,501,Hanzo,Tank,Mayhem,1504
29375,29,Male,Malagasy,1094,Junkrat,Tank,3VS3,1907
29376,27,Other,Serbian,498,Orisa,Damage,Mayhem,920
29377,22,Male,Portuguese,1130,Lucio,Healer,3VS3,1445
29378,32,Male,Spanish,397,Brigitte,Healer,Ranked,291
29379,32,Male,Hungarian,766,Hanzo,Damage,Quick,2379
29380,25,Male,Thai,332,Zenyatta,Healer,Mayhem,927
29381,22,Male,Afrikaans,1003,Sombra,Healer,Mayhem,1571
29382,16,Male,Estonian,526,D.Va,Healer,Mayhem,1851
29383,27,Male,Japanese,843,Winston,Healer,CTF,1749
29384,33,Male,Lithuanian,1358,Widowmaker,Damage,3VS3,2003
29385,27,Female,Kuanyama,371,Ashe,Tank,Solo,1993
29386,29,Male,Slovenian,1169,Bastion,Healer,Solo,1185
29387,32,Male,Bosnian,739,Reinhardt,Tank,3VS3,2601
29388,24,Other,Hebrew,960,Zarya,Damage,CTF,1339
29389,18,Male,Hebrew,861,Mei,Damage,CTF,1383
